snapshot_index,snapshot_number,snapshot_file,time_gyr,x_sat_kpc,y_sat_kpc,z_sat_kpc,vx_sat_kms,vy_sat_kms,vz_sat_kms,R_host_kpc,V_3d_kms,V_rad_kms,V_tan_kms,r_tidal_kpc,rhalf_star_kpc,r90_star_kpc,Mstar_tracked_msun,Mstar_inside_rt_msun,Mstar_inside_rhalf_msun,Nstar_tracked,Nstar_inside_rt,Nstar_inside_rhalf,Mgas_tracked_msun,Mgas_inside_rt_msun,Mgas_inside_rhalf_msun,Ngas_tracked,Ngas_inside_rt,Ngas_inside_rhalf,Mdm_tracked_msun,Mdm_inside_rt_msun,Mdm_inside_rhalf_msun,Ndm_tracked,Ndm_inside_rt,Ndm_inside_rhalf,rho_cgm_msun_kpc3,rho_cgm_aperture_msun_kpc3,rho_cgm_density_field_msun_kpc3,N_cgm_for_ram,ram_pressure_radius_kpc,V_rel_cgm_kms,P_ram_msun_kpc3_kms2,P_ram_dyne_cm2,log10_P_ram_dyne_cm2,Mstar_inside_1kpc_msun,Nstar_inside_1kpc,Mstar_inside_3kpc_msun,Nstar_inside_3kpc,Mgas_inside_1kpc_msun,Ngas_inside_1kpc,Mgas_inside_3kpc_msun,Ngas_inside_3kpc,Mdm_inside_1kpc_msun,Ndm_inside_1kpc,Mdm_inside_3kpc_msun,Ndm_inside_3kpc,SFR_tracked_msun_per_yr,SFR_inside_rt_msun_per_yr,SFR_inside_rhalf_msun_per_yr,Mgas_SF_tracked_msun,Mgas_SF_inside_rt_msun,Mgas_SF_inside_rhalf_msun,Ngas_SF_tracked,Ngas_SF_inside_rt,Ngas_SF_inside_rhalf,SFR_inside_1kpc_msun_per_yr,Mgas_SF_inside_1kpc_msun,Ngas_SF_inside_1kpc,SFR_inside_3kpc_msun_per_yr,Mgas_SF_inside_3kpc_msun,Ngas_SF_inside_3kpc,Mstar_young_tracked_msun,Mstar_young_inside_rt_msun,Mstar_young_inside_rhalf_msun,Nstar_young_tracked,Nstar_young_inside_rt,Nstar_young_inside_rhalf,Mstar_young_inside_1kpc_msun,Nstar_young_inside_1kpc,Mstar_young_inside_3kpc_msun,Nstar_young_inside_3kpc,Msat_tracked_msun,Msat_inside_rt_msun,Msat_inside_rhalf_msun,Msat_inside_1kpc_msun,Msat_inside_3kpc_msun,gas_to_star_inside_rt,dm_to_star_inside_rt,orbital_event,t_minus_first_peri_gyr,t_minus_deepest_peri_gyr,t_minus_tperi_gyr,tperi_first_gyr,tperi_deepest_gyr
10,10,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_010.hdf5,1.9574941924316405,-71.96559215422367,-155.8743510183106,1.2812127039057206,2.114306900593378,-53.5650607584473,-0.47998796513762765,171.69013153201385,53.608921050257344,47.74093126415573,24.386879632373688,30.929976348757133,2.30045984597604,5.845115489524611,3294468542.144387,2877976098.0523863,1439084330.3681324,34251,30058,15530,1955869799.9946163,1185563192.1389432,347707863.73883307,18647,11303,3315,33759174542.465187,11554759419.52318,2256788949.1256213,70681,24192,4725,8649577.805797115,6410.358763839535,8649577.805797115,256,10.0,14.735062092034282,1878014106.8324356,1.2710606026509547e-12,-11.89583374231031,658688326.1206822,7470,1828315691.4367282,19423,88841194.74714682,847,540494305.0416478,5153,710231781.4496928,1487,3129414009.454194,6552,0.867900793258741,0.8002032043586951,0.3649473913174006,1052878291.0841982,948408598.0875534,346134524.9888836,10038,9042,3300,0.12417236457258696,88841194.74714682,847,0.5162662372822524,533991171.5418566,5091,98386116.30584636,86009184.80624387,46046380.5575273,938,820,439,18250729.308419984,174,63248217.55697486,603,39009512884.60419,15618298709.71451,4043581143.232587,1457761302.317522,5498224005.9325695,0.4119433767852519,4.014890682150778,,1.058053364628396,-2.143608210762497,1.058053364628396,0.8994408278032444,4.101102403194138
11,11,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_011.hdf5,2.148469235595703,-71.25244990917471,-164.7385564977062,1.428905169250973,6.6390282062605745,-38.771395313172775,1.2424718416127138,179.4930232209322,39.355323989659134,32.95878547734586,21.507207772961486,32.06766712682681,2.2958740228679764,5.627844955570202,3467326026.1388354,3025673412.885226,1512848645.070335,35899,31468,16246,1799479928.2496386,1050256059.6432886,313933525.2399178,17156,10013,2993,33759174542.465187,11562879083.467123,2271595395.141048,70681,24209,4756,8563696.246349772,5759.306701887083,8563696.246349772,230,10.0,3.993066190732671,136544519.37334496,9.241483248286071e-14,-13.034258319380635,692632243.6265764,7782,1968908156.395628,20784,78142491.2474904,745,498014158.6020181,4748,702112117.5057487,1470,3146608591.9237227,6588,0.7909677319512411,0.7047414603184734,0.3182810970429273,980819376.1455185,849812703.0907198,311940629.48998183,9351,8102,2974,0.10513103232369758,78142491.2474904,745,0.46202188515962916,492769696.10218656,4698,90519422.7470929,74786035.2475982,38494354.74876373,863,713,367,12691599.249592401,121,57479308.998154014,548,39025980496.85366,15638808555.995638,4098377565.4513006,1472886852.3798156,5613530906.92137,0.34711481258044435,3.8215886203134453,,1.2490284077924585,-1.9526331675984347,1.2490284077924585,0.8994408278032444,4.101102403194138
12,12,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_012.hdf5,2.3489930309179687,-68.995650249217,-170.2239267140658,1.515765929213653,14.655282724186069,-19.71028211355825,-0.41835780424567837,183.68147028380432,24.56516956941788,12.75782865165411,20.992507331647825,32.69582548785545,2.236820193795546,5.573209195614158,3640183509.94229,3170446855.874616,1585235701.8957264,37547,32849,16941,1641936274.9456923,916312487.5885842,291592114.9906353,15654,8736,2780,33759174542.465187,11591536720.916338,2250102167.054138,70681,24269,4711,6955852.915601259,6210.03505246955,6955852.915601259,248,10.0,11.837002846766453,974616802.0820991,6.596313708727375e-13,-12.180698698277752,726787280.7642562,8114,2078833207.460775,21847,76044706.24755777,725,462456703.044154,4409,751307728.4602332,1573,3189595048.0975447,6678,0.726243677749153,0.623521166809951,0.2991357796418015,901523103.3390591,744503896.2850958,289913886.99068916,8595,7098,2764,0.10298578931542579,76044706.24755777,725,0.4317075083490636,457631797.5443089,4363,89785197.8061226,72583360.80667505,39333468.748736784,856,692,375,16572501.499467768,158,57164641.05717023,545,39041294327.35317,15678296064.37954,4126929983.9405,1554139715.4720473,5730884958.602474,0.289016826095262,3.656120808156122,,1.4495522031147243,-1.752109372276169,1.4495522031147243,0.8994408278032444,4.101102403194138
13,13,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_013.hdf5,2.539968074082031,-65.27629522893976,-172.0051855848066,1.6486062203393794,20.073271369400974,-1.7165969226649942,1.2412986428115156,183.9823265679321,20.18474054292404,-5.505957132379629,19.419273592015728,32.753764595248214,2.203235803537175,5.345356647972842,3788077352.2465467,3287293480.1798687,1643657226.2227857,38957,33963,17474,1507573145.8910012,807752114.0330646,259181336.7416762,14373,7701,2471,33759174542.465187,11604432657.768484,2262042849.3246436,70681,24296,4736,5876810.800339879,6435.399227760783,5876810.800339879,257,10.0,13.37385001034581,1051125581.085658,7.114133539763549e-13,-12.147877986909853,770356965.9861387,8547,2200977074.3170524,23016,69017126.49778347,658,433821937.98606753,4136,745098573.6795702,1560,3250253714.0317144,6805,0.6815223502853769,0.5480806950799888,0.2628725844733708,852644713.0316228,660172939.478798,258552001.24169642,8129,6294,2465,0.09118112497526454,69017126.49778347,658,0.3967447004142741,430465481.9861753,4104,78981605.05646956,61779768.05702202,33774338.498915315,753,589,322,12481820.749599144,119,51081064.55736561,487,39054825040.60274,15699478251.981419,4164881412.2891054,1584472666.1634922,5885052726.334834,0.24571950113467428,3.5300872063097732,apocentre,1.6405272462787868,-1.5611343291121065,1.6405272462787868,0.8994408278032444,4.101102403194138
14,14,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_014.hdf5,2.7404918694042966,-59.885049797603955,-170.4131002523108,1.7637811135521895,28.01532901501903,19.22450219286331,0.7181292940929949,180.6376340929048,33.98464144383765,-27.416987576468582,20.081450303650264,32.280445913570716,2.2057171607243085,5.2378880650691135,3928943614.992022,3387213629.8941765,1693664014.2466784,40300,34916,17962,1380552264.1450806,715344684.7860322,230336792.9926026,13162,6820,2196,33759174542.465187,11606820794.222586,2249146912.4724975,70681,24301,4709,5475399.543979043,5934.58994933582,5475399.543979043,237,10.0,5.67792496857858,176520485.7509207,1.1947100619879616e-13,-12.922737478612696,781514308.5281307,8650,2281046653.9158373,23776,64611777.997924946,616,389244006.7374991,3711,744620946.38875,1559,3211088276.1844554,6723,0.6056672442064155,0.4701389554211346,0.22735749991625198,772823993.7841862,579827773.9813783,229812346.7426194,7368,5528,2191,0.0833942577810376,64611777.997924946,616,0.34486847850712365,385992439.98760355,3680,66185116.747874424,46990383.99849087,25173419.999191537,631,448,240,8076472.249740618,77,39543247.24873004,377,39068670421.60229,15709379108.902794,4173147719.7117786,1590747032.9148054,5881378936.837791,0.21118971607597747,3.42665744250244,,1.8410510416010522,-1.360610533789841,1.8410510416010522,0.8994408278032444,4.101102403194138
15,15,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_015.hdf5,2.9314669125683595,-53.645671301243176,-165.1563355714722,1.8788200204130288,35.44817166708495,36.63987425830761,0.7533045314247204,173.66059769972824,50.9864759315721,-45.787778664091356,22.429891950898053,31.24701040616518,2.2144270045275682,5.224301016992706,4052608040.7380505,3471203640.956446,1735605569.4472163,41479,35716,18348,1270418551.6486177,634894630.038616,209358942.9932763,12112,6053,1996,33759174542.465187,11560013319.722202,2293566250.518779,70681,24203,4802,4417608.252848284,6335.2373720757905,4417608.252848284,253,10.0,6.35279999576997,178286133.32157025,1.2066601589390663e-13,-12.918415026405674,797469384.2334092,8786,2369218537.3511167,24608,58213533.748130426,555,352218101.4886883,3358,747009082.8428512,1564,3266015414.6287823,6838,0.5623479470596067,0.40904221340679214,0.20151242636711686,720798925.7858571,509656865.73363197,208939385.99328977,6872,4859,1992,0.07333421869407175,58213533.748130426,555,0.3063952892443922,349805648.7387657,3335,64506888.74792832,44158374.24858183,23914748.999231964,615,421,228,8286250.749733881,79,37969908.49878057,362,39082201134.85185,15666111590.717264,4238530762.9592714,1602692000.824391,5987452053.468588,0.18290330839353428,3.330260772755178,,2.032026084765115,-1.1696354906257782,2.032026084765115,0.8994408278032444,4.101102403194138
16,16,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_016.hdf5,3.131990707890625,-45.77337663140691,-155.64163125703593,1.9199104399513345,43.73362351596109,58.71376946293448,-0.36076746667265475,162.24427707838944,73.21247641998904,-68.66704526629185,25.394952213864826,29.55132230317717,2.157905456358218,5.092749646408149,4169664443.543297,3544062140.68149,1772093330.8191886,42595,36408,18688,1168256422.1518986,562416158.2909436,189429985.49391633,11138,5362,1806,33759174542.465187,11489802107.971626,2220966902.314103,70681,24056,4650,4503583.771681018,5959.6304132570685,4503583.771681018,238,10.0,7.251521923499378,236819017.02503082,1.6028171535236498e-13,-12.795116018347647,809676960.4071596,8917,2448909430.1043224,25385,54752188.498241596,522,331135362.23936534,3157,779965365.9094474,1633,3262194396.3022203,6830,0.4907841373315023,0.35409724084092886,0.18091509834266617,635838633.2885857,443157081.2357677,189429985.49391633,6062,4225,1806,0.06722780937707284,54752188.498241596,522,0.28246400816351525,328408241.73945296,3131,57584198.05715676,36291680.49883447,18250729.49941387,549,346,174,6608022.749787779,63,32096110.498969212,306,39097095408.160385,15596280406.94406,4182490218.6272078,1644394514.8148484,6042239188.645908,0.158692521735185,3.241986639027228,,2.2325498800873804,-0.9691116953035128,2.2325498800873804,0.8994408278032444,4.101102403194138
17,17,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_017.hdf5,3.3229657510546873,-36.88613686233388,-141.8764027866695,1.896724711386924,48.78145742798023,82.44375336739863,-0.1409029740249994,146.6052465805467,95.79469145913248,-92.05980170544653,26.488031669119053,27.220252589273134,2.1930594396512824,5.097550034320031,4273085244.0399756,3608149472.429432,1804149911.9135551,43581,37019,18991,1078366334.9047856,499797276.0429548,172018369.99447548,10281,4765,1640,33759174542.465187,11400008177.297422,2221444529.6049237,70681,23868,4651,4489231.144066305,5408.740206989607,4489231.144066305,216,10.0,7.427428615810136,247656049.093428,1.6761633784624895e-13,-12.775683652229258,825211585.3429132,9037,2511304835.843475,25972,50556618.49837634,482,296941466.7404635,2831,733635518.6998844,1536,3191983184.5516458,6683,0.4348407796751417,0.31011130461411085,0.15800353750091745,572800194.0406103,397635146.7372297,171913480.74447888,5461,3791,1639,0.06015738652058644,50556618.49837634,482,0.24539669838486589,293689899.9905679,2800,51710400.24833928,33564559.99892205,18984954.24939029,493,320,181,7866693.7497473555,75,29683657.749046687,283,39110626121.40995,15507954925.76981,4197612811.512954,1609403722.541174,6000229487.135584,0.1385190053411042,3.1595166066170735,,2.423524923251443,-0.7781366521394504,2.423524923251443,0.8994408278032444,4.101102403194138
18,18,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_018.hdf5,3.523489546376953,-26.266264868811763,-121.85672230763616,1.8657551924359292,55.03418858638306,113.80820409276556,0.11110576920720927,124.66939674257283,126.41630265386702,-122.83391434200944,29.881617494606854,23.897414357626594,2.156063285202026,4.9118060162938555,4371366471.286819,3670728825.654805,1835380853.7176518,44518,37613,19291,990574032.6576052,435290387.2950264,149572070.4951964,9444,4150,1426,33759174542.465187,11236182016.546082,2218578765.860002,70681,23525,4645,4005021.9866504935,5308.578351304615,4005021.9866504935,212,10.0,8.536180222852959,291831425.1395605,1.975147182126429e-13,-12.704400536491342,860731746.9704866,9403,2546011267.88657,26319,45731712.9985313,436,257922665.74171662,2459,738889418.8989071,1547,3286075760.843232,6880,0.36673172053997405,0.25715179103281116,0.1353133129014168,490671911.2932478,335016264.4892407,148942734.9952166,4678,3194,1420,0.05378174944053171,45731712.9985313,436,0.20771978744960506,253831984.991848,2420,47409940.9984774,31676553.49898269,18040950.999420606,452,302,172,7342247.499764198,70,26746758.749141008,255,39121115046.409615,15342201229.495913,4203531690.07285,1645352878.8679252,6090009694.4715185,0.11858418531294719,3.0610220885880093,,2.6240487185737087,-0.5776128568171846,2.6240487185737087,0.8994408278032444,4.101102403194138
19,19,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_019.hdf5,3.7144645895410155,-14.453136213756924,-95.77488256397146,1.7048987304308663,64.59310430438155,156.94667037910494,-1.48854780242467,96.87428944893975,169.72549084131185,-164.82866376037248,40.475348600034415,19.520870239815892,2.1037851140604586,4.916831169247153,4448250291.343356,3701867235.085956,1850957466.0674844,45251,37902,19447,921452017.1008189,388614671.0465255,132789790.49573536,8785,3705,1266,33759174542.465187,10804884572.935408,2190398755.7016077,70681,22622,4586,3646817.1937496797,5584.022952877595,3646817.1937496797,223,10.0,2.097991433675579,16051714.06526367,1.086397662251174e-14,-13.96401117759276,884318577.3821461,9626,2619826798.209033,27019,41641032.24866267,397,238727932.99233305,2276,791428420.8891331,1657,3282732369.8074903,6873,0.3213048979159794,0.22654001226692344,0.11929976410101517,431933931.48612815,296312131.24048376,132684901.24573873,4118,2825,1265,0.04721732308098581,41641032.24866267,397,0.18933207995723933,234322584.49247456,2234,38599243.80776647,23285413.499252178,11747595.999622717,368,222,112,5139573.249834939,49,19509400.499373443,186,39128876850.90936,14895366479.06789,4174146012.2648277,1717388030.5199418,6141287101.008856,0.10497801416627574,2.9187660947231464,,2.815023761737771,-0.3866378136531221,2.815023761737771,0.8994408278032444,4.101102403194138
20,20,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_020.hdf5,3.914988384863281,-1.4986944244547484,-58.35793726883443,1.6864397456427729,89.8500326568844,225.96927227900727,-7.916152960267369,58.401532567791314,243.30599224112353,-228.33490643123244,84.02961600220478,13.180162469080809,2.808817122182157,5.451212558053988,4521672766.340999,3700094463.301866,1850057079.7732506,45951,37848,19320,857574463.8528705,338792277.29812557,150830741.495156,8176,3230,1438,33759174542.465187,9731656050.462334,2271595395.141048,70681,20375,4756,3316881.692221054,6610.679648230742,3316881.692221054,264,10.0,36.52255483892124,4424378578.285156,2.994468082860291e-12,-11.523680311570097,173909952.14555007,1706,2013337487.978788,20973,22026742.499292597,210,165410347.24468774,1577,138034287.04704857,289,2553395496.724988,5346,0.2865170407567348,0.20350701791176107,0.1097075953730382,390817345.48744863,271243600.49128884,134992464.74566463,3726,2586,1287,0.015647175794583745,21607185.499306075,206,0.11972409831287223,148628067.2452267,1417,36396569.7488311,22760967.249269016,13530713.249565452,347,217,129,1573338.749949471,15,15104051.999514922,144,39138421772.65906,13770542791.062325,4272483216.4094543,333970981.69189125,4732143331.948463,0.09156314268684815,2.630110162587055,,3.0155475570600365,-0.18611401833085672,3.0155475570600365,0.8994408278032444,4.101102403194138
21,21,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_021.hdf5,4.105963428027343,11.01939505673924,-28.47945211324906,1.4111682356809965,-22.889630207592333,329.7109991741196,-20.774727365175202,30.569554394474427,331.1568622941913,-316.37802110919245,97.82543229429322,0.05,35.96512755527054,38.68625712727383,4584396537.838984,0.0,2292221594.143484,46549,0,23060,801144047.3546827,0.0,355994114.10657924,7638,0,3394,33759174542.465187,0.0,7340176205.325406,70681,0,15368,44347.86918945099,4432.154864228255,44347.86918945099,177,10.0,317.05001813688386,4457879475.328752,3.017141858435598e-12,-11.520404269908726,209778.4999932628,2,839113.9999730512,8,0.0,0,209778.4999932628,2,477627.29082023725,1,3343391.0357416607,7,0.3082496617571451,0.0,0.21779942428838694,368475935.23816615,0.0,278900515.74104285,3513,0,2659,0.0,0.0,0,0.0,0.0,0,35452566.49886142,0.0,24963641.49919828,338,0,238,0.0,0,0.0,0,39144715127.65885,0.0,9988391913.57547,687405.7908135001,4392283.535707975,,,pericentre,3.206522600224099,0.004861024833205718,3.206522600224099,0.8994408278032444,4.101102403194138
22,22,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_022.hdf5,4.306487223349609,-12.192202715310854,63.26120128775876,-2.334865933481443,-92.63809244997267,194.614024365593,-10.655894843822653,64.46767402620398,215.80079413075364,208.87769972142186,54.222590371093844,13.344575107030225,1.7959431134947463,7.134167725805081,4643344296.337091,3468083306.5613117,1734085746.1385894,47111,35512,18172,750482539.6063097,246804405.24207368,103106132.74668866,7155,2353,983,33759174542.465187,7891835726.22278,1676471790.779033,70681,16523,3510,7653525.552859476,4106.634168034563,7653525.552859476,164,10.0,42.90903236634159,14091556893.658716,9.53732069018062e-12,-11.02057361406953,1046686018.9262661,11159,2536068373.838134,26162,50241950.74838645,479,195933118.99370748,1868,787607402.5625712,1649,2870062390.538806,6009,0.2347534919026657,0.16380654106251313,0.10809479366798769,281103189.99097216,182821962.74412856,101952350.99672572,2680,1743,972,0.0653610764129553,50241950.74838645,479,0.15751159731735243,172437926.994462,1644,27690761.99911069,17516504.74943745,12796488.499589033,264,167,122,7971582.999743987,76,16992058.49945429,162,39153001378.408585,11606723438.026165,3513663669.664311,1884535372.2372236,5602063883.370647,0.07116449733924823,2.275561175618854,,3.4070463955463643,0.2053848201554711,3.4070463955463643,0.8994408278032444,4.101102403194138
23,23,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_023.hdf5,4.497462266513672,-28.779022269210262,93.85497869388898,-3.971012861596833,-77.4709913916385,126.10070898491082,-5.838220487834631,98.24845083536444,148.1122146622792,143.39058041529918,37.09945525649521,17.596131681166753,1.6690121165591396,5.07820924727279,4690859126.585565,3406403957.7606306,1703205648.564108,47564,34864,17833,707687725.6076841,215337630.24308428,97547002.49686721,6747,2053,930,33759174542.465187,6945656063.10789,1545124285.8034678,70681,14542,3235,13954098.502566645,2704.3701034948044,13954098.502566645,108,10.0,4.02177380650393,225702862.3861771,1.5275817963289483e-13,-12.815995525607041,1082455934.6747265,11536,2580948615.9596415,26600,54647299.24824496,521,173591708.74442497,1655,789040284.4350319,1652,2893466127.7889967,6058,0.22208057925308822,0.1557034299512452,0.10967642831019475,256768883.9917537,163312562.24475512,96707888.49689415,2448,1557,922,0.07388821449421812,54647299.24824496,521,0.14968820896319812,153557861.99506837,1464,25278309.24918817,16992058.49945429,12796488.499589033,241,162,122,9335143.249700196,89,16782279.999461025,160,39157721394.65843,10567397651.111605,3345876936.864443,1926143518.3580034,5648006452.493063,0.06321552960637329,2.03899952831019,,3.5980214387104277,0.39635986331953443,3.5980214387104277,0.8994408278032444,4.101102403194138
24,24,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_024.hdf5,4.6979860618359375,-42.96758807113439,115.16721388676271,-5.1914663181276515,-62.49552978136792,84.73893335201639,-4.800144069113598,123.03110217185854,105.4012307868156,101.35119175523458,28.937093516267915,20.754268558760874,1.6123968253186027,5.1362011269868075,4736695728.834093,3430803177.0069647,1715463769.123744,48001,35088,17939,667724921.3589675,186912643.49399716,84435846.24728829,6366,1782,805,33759174542.465187,6745530228.254211,1481122228.8335557,70681,14123,3101,13509923.829723824,2178.5203611485936,13509923.829723824,87,10.0,1.4374674951195636,27915728.529970367,1.889367209737924e-14,-13.723683626162757,1122903879.8319378,11922,2624111101.2495823,27019,52444624.99831571,500,150620962.99516273,1436,776144347.5828855,1625,2953169539.141527,6183,0.18495998712387518,0.12738028982494143,0.09498300174163887,213869180.74313143,132055565.74575895,83701621.49731186,2039,1259,798,0.06962654013477731,52444624.99831571,500,0.12417563048074953,126601324.74593411,1207,20663182.24933639,13740491.749558713,10698703.499656409,197,131,102,8181361.49973725,78,13425823.99956882,128,39163595192.65825,10363246048.755173,3281021844.204588,1951492852.413139,5727901603.386272,0.05448072473136156,1.9661664864549349,,3.798545234032693,0.5968836586417998,3.798545234032693,0.8994408278032444,4.101102403194138
25,25,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_025.hdf5,4.888961105,-54.046971882513084,128.42534892527988,-6.030653850857391,-50.4023587066994,52.90376567060526,-3.1642471851954093,139.46510030153746,73.13835276773825,68.3852941588525,25.935886111435238,22.870644504481167,1.6179962544159865,4.90543366332291,4776763422.332806,3462532286.8760123,1731302269.745356,48383,35392,18093,632167465.6101094,162788115.99477196,78562048.24747694,6027,1552,749,33759174542.465187,6722126491.004019,1497361556.721444,70681,14074,3135,12982870.912940204,1852.9943301723656,12982870.912940204,74,10.0,8.15005179878958,862365704.9506818,5.836585937519422e-13,-12.233841115569222,1149912973.451137,12181,2638270702.8278675,27148,50032172.248393185,477,130796894.74579936,1247,804801985.0320998,1685,2888689854.8807945,6048,0.16293087214580737,0.11278146382028353,0.08955139294630499,183241519.74411508,112441275.99638887,77303377.24751735,1747,1072,737,0.0680094854105846,50032172.248393185,477,0.110712484587566,108875041.4965034,1038,20558292.99933976,13635602.499562083,10803592.749653041,196,130,103,7761804.499750724,74,13320934.749572195,127,39168105430.408104,10347446893.874804,3307225874.7142773,2004747130.7316303,5657757452.454462,0.04701417994332803,1.941390269913959,,3.9895202771967555,0.7878587018058623,3.9895202771967555,0.8994408278032444,4.101102403194138
