event_id,event_type,snapshot_index,snapshot_number,time_gyr,R_host_kpc,time_refined_gyr,R_refined_kpc,V_3d_kms,V_rad_kms,V_tan_kms,event_number
0,pericentre,5,5,0.9739727201367188,50.03399294194575,0.8994408278032444,46.99695288751883,259.87544762860784,249.6565418560122,72.15857113792178,1
1,apocentre,13,13,2.539968074082031,183.9823265679321,2.4613731950685804,184.2703603196717,20.18474054292404,-5.505957132379629,19.419273592015728,1
2,pericentre,21,21,4.105963428027343,30.569554394474427,4.101102403194138,30.550555079189508,331.1568622941913,-316.37802110919245,97.82543229429322,2
