event_id,event_type,snapshot_index,snapshot_number,time_gyr,R_host_kpc,time_refined_gyr,R_refined_kpc,V_3d_kms,V_rad_kms,V_tan_kms,event_number
0,pericentre,7,7,1.3654715586230468,73.6753929449347,1.3282406706224836,73.33586592344358,237.36959243340957,50.69710751786584,231.89248953194866,1
1,apocentre,19,19,3.7144645895410155,205.21046713017495,3.701259208184151,205.2155256845323,81.36976643680393,-2.3066822206213495,81.33706478053588,1
