kind,t_event,R_event_kpc,index_nearest_snapshot,t_nearest_snapshot,R_nearest_snapshot_kpc,event_number
pericentre,0.9739722929346847,32.79403564077617,5,0.9739727201367188,32.79403564037368,1
apocentre,2.9314679576957885,200.8920927050058,15,2.9314669125683595,200.892092705071,1
