kind,t_event,R_event_kpc,index_nearest_snapshot,t_nearest_snapshot,R_nearest_snapshot_kpc,event_number
pericentre,1.365465448995269,73.67740748856923,7,1.3654715586230468,73.67740747803155,1
apocentre,3.714463982479766,205.22292462475914,19,3.7144645895410155,205.22292462477338,1
