snapshot_index,snapshot_number,snapshot_file,time_gyr,center_mode,velocity_mode,member_mode,x_sat_kpc,y_sat_kpc,z_sat_kpc,vx_sat_kms,vy_sat_kms,vz_sat_kms,R_host_kpc,V_3d_kms,V_rad_kms,V_tan_kms,L_kpc_kms,r_tidal_kpc,rhalf_star_all_kpc,r90_star_all_kpc,rhalf_star_member_kpc,r90_star_member_kpc,Nstar_tracked,Nstar_inner_ids_found,Nstar_member,Nstar_inside_rt,Nstar_stripped_candidate,Nstar_stripped_definitive,fstar_member,fstar_stripped_candidate,fstar_stripped_definitive,Mstar_tracked_msun,Mstar_inside_rt_msun,Mstar_member_msun,Mstar_not_definitively_stripped_msun,Mgas_tracked_msun,Mdm_tracked_msun,median_rstar_over_rt,p90_rstar_over_rt,median_vrel_over_vesc,N_center_source,N_center_final,N_velocity_source,offset_all_stars_com_from_center_kpc,offset_inner_ids_com_from_center_kpc,x_all_stars_com_kpc,y_all_stars_com_kpc,z_all_stars_com_kpc
0,0,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_000.hdf5,0.0,inner_ids_com,inner_ids,tidal_kinematic,149.82894404125625,79.851669764217,0.010173770790992508,-116.1962787711418,-37.266915118639105,1.6193876350235927,169.7792735882595,122.03696398646281,-120.0698662614572,21.82310232274512,3705.11045979792,41.51873897690644,1.664041048099676,7.101692348039915,1.762819890412022,7.252469145428055,7584,3792,7157,7584,0,0,0.9436972573839663,0.0,0.0,497386913.63018006,497386913.63018006,469382666.2514766,497386913.63018006,4667781357.511558,33759174542.465187,0.04008508012657275,0.1710264945392319,0.591009998379529,3792,3792,3792,0.22663957675876292,0.0,149.9999999879278,79.99999998792819,8.172333656659417e-10
1,1,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_001.hdf5,0.1909750431640625,inner_ids_com,inner_ids,tidal_kinematic,125.19460397631805,71.9246407380084,0.21574778399885253,-133.35404162391842,-44.42122991747955,-2.218330948031254,144.38451910500999,140.5754853344293,-137.76176390644028,27.985058198913052,4040.6091701757673,36.26392336034171,1.5214329120032668,6.34817562103207,1.6664733319206002,6.5565592294373936,7584,3792,7028,7576,0,0,0.9266877637130801,0.0,0.0,497386913.63018006,496862243.8900639,460922366.6921025,497386913.63018006,4445206369.018706,33759174542.465187,0.04195778051656443,0.17505360643085768,0.6255850226394921,3792,3792,3792,0.28284557576445607,0.0,125.11499434583814,72.19594536551932,0.20815005041949905
2,2,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_002.hdf5,0.3914988384863281,inner_ids_com,inner_ids,tidal_kinematic,94.43203738369505,62.23818816514964,0.029872818713295633,-171.50973816763047,-61.29270344859261,2.1671580134174917,113.09731492348283,182.1457722710615,-176.93343198393032,43.2624895563039,4892.871405723182,28.958846843763435,1.5360591071830028,6.452459980853894,1.684999854434227,6.537639754949188,7584,3792,6998,7547,10,0,0.9227320675105485,0.0013185654008438818,0.0,497386913.63018006,494960316.0821425,458954855.1666667,497386913.63018006,4090366036.471096,33759174542.465187,0.05304589590268333,0.22278506876744647,0.6352129510707376,3792,3792,3792,0.06152493830692243,0.0,94.43060895863462,62.17985795268533,0.049388554656025124
3,3,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_003.hdf5,0.5824738816503906,inner_ids_com,inner_ids,tidal_kinematic,58.170735709274965,47.059078932814394,0.13226880339792269,-202.75301411182116,-96.034951333978,-1.8369668423563354,74.82251598282114,224.35434262863686,-218.0339849898124,52.87771218377391,3956.443465005444,19.754117681934666,1.4897219383934475,6.4403094682118125,1.5964578385554147,6.356127151787143,7584,3792,6970,7495,39,10,0.9190400843881856,0.005142405063291139,0.0013185654008438818,497386913.63018006,491549962.7713871,457118511.07625985,496731076.4550348,3738043045.923405,33759174542.465187,0.07542499671807759,0.32600079088788914,0.641118704435609,3792,3792,3792,0.15260763724077991,0.0,58.16232102787103,47.211326132623064,0.13851974184767965
4,4,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_004.hdf5,0.7829976769726562,inner_ids_com,inner_ids,tidal_kinematic,6.241784105069528,19.2661483861223,-0.15361538415557266,-311.36138980801104,-222.52657414891064,-1.356486468308683,20.252603292827093,382.7085461825559,-307.63808997636806,227.6502512997901,4610.510229087045,6.378105141748191,1.499755897064583,6.602863461398622,1.360841851110489,4.496888552106792,7584,3792,6199,6769,334,39,0.8173786919831224,0.04404008438818566,0.005142405063291139,497386913.63018006,443936183.8558397,406553464.87255883,494829148.64711344,3367679104.376293,33759174542.465187,0.23524014070866123,1.035218943074194,0.6520923795641804,3792,3792,3792,0.06126603964900078,0.0,6.211186444383911,19.21929545205948,-0.128673184081284
5,5,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_005.hdf5,0.9739727201367188,inner_ids_com,inner_ids,tidal_kinematic,-34.11433846638679,-36.59147417545315,0.013601049381612114,-121.13812603163335,-231.02678220483276,1.8376242359382997,50.02723514567437,260.86624261718424,251.58661126247324,68.95921672026743,3449.838950326332,13.759646653203333,1.4892229622325395,8.194371820701983,1.5126981086108726,7.127505967552637,7584,3792,6662,7363,126,110,0.8784282700421941,0.01661392405063291,0.0145042194092827,497386913.63018006,482892912.05946934,436918726.08178526,490172704.703582,2972456410.3889856,33759174542.465187,0.10823946541710329,0.5954946279450148,0.703879451709482,3792,3792,3792,0.5428506537182108,0.0,-34.26512718213258,-36.07165119300697,-0.028036221984118124
6,6,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_006.hdf5,1.1744965154589844,inner_ids_com,inner_ids,tidal_kinematic,-52.13114144731686,-75.7132780541852,0.32966739028004466,-59.78100131289901,-160.9801026783917,-0.6821688646837492,91.92532329504603,171.7231112304873,166.48903341502592,42.07408564911059,3867.6739256379615,19.529502321943223,1.4770089701031377,14.305800216444522,1.4484320544647786,6.452852218364491,7584,3792,6353,7026,305,102,0.8376845991561181,0.0402162447257384,0.013449367088607595,497386913.63018006,460791199.25707346,416653357.36979616,490697374.44369817,2749356975.837145,33759174542.465187,0.07567708337978143,0.7321801842879467,0.6991987150582575,3792,3792,3792,0.5884800832511887,0.0,-52.0297927447762,-75.134031151166,0.35225664036323984
7,7,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_007.hdf5,1.3654715586230468,inner_ids_com,inner_ids,tidal_kinematic,-61.84116590676935,-103.24817881604264,0.5312276766196145,-36.32964576335768,-126.51317853376831,1.7187117915456844,120.35280816159835,131.63731034258709,127.20796624488898,33.86022442438575,4075.17309445677,22.62685985254533,1.4171888784633222,13.821746573753634,1.3697542523218829,5.751210694554959,7584,3792,6299,6976,449,300,0.8305643459915611,0.059203586497890294,0.03955696202531646,497386913.63018006,457512013.38134706,413111836.62401164,477711798.37582165,2541781150.093811,33759174542.465187,0.0626365682044567,0.6103240149016563,0.7143957303662816,3792,3792,3792,0.821325822730084,0.0,-61.613438674700525,-102.4598981751925,0.5676974739651816
8,8,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_008.hdf5,1.5659953539453124,inner_ids_com,inner_ids,tidal_kinematic,-68.05101863844986,-125.8162648929326,0.7546358854301948,-24.92668288798117,-96.82594519492068,0.32299001936152855,143.0428017226271,99.98353617091348,97.02556510133908,24.140157870365663,3453.075815803619,25.504452182068004,1.401649683518938,11.770960833514184,1.3947933638725587,5.890900907766254,7584,3792,6216,6972,512,444,0.819620253164557,0.06751054852320675,0.058544303797468354,497386913.63018006,457249678.51128894,407668388.0703058,468267743.05372965,2331792871.7915487,33759174542.465187,0.05496042320782278,0.46124005637578225,0.727993163090784,3792,3792,3792,1.4652484073652758,0.0,-67.27791530472324,-124.57202458119157,0.7210177756401206
9,9,../SIMULATIONS/ORBIT/HigherRes/E_mid_L_radial/output/snapshot_009.hdf5,1.7569703971093749,inner_ids_com,inner_ids,tidal_kinematic,-70.9275387299214,-142.39648670486272,1.0326739425934222,-12.461270194102815,-73.37988730608058,0.027987920713167757,159.08658520329223,74.43045008077827,71.2373972916402,21.566759755239985,3430.9821633609204,27.556298776782082,1.4047706584007171,12.245133384691018,1.3904234938218831,5.752813186530625,7584,3792,6223,6978,531,510,0.8205432489451476,0.07001582278481013,0.06724683544303797,497386913.63018006,457643180.8163761,408127474.0929075,463939217.69777083,2137118423.7978013,33759174542.465187,0.05099513892471643,0.44407601821445464,0.734021021954913,3792,3792,3792,2.246163010507388,0.0,-69.66092656503939,-140.54609672942217,0.9022943723622873
