event_id,event_type,snapshot_index,snapshot_number,time_gyr,R_host_kpc,time_refined_gyr,R_refined_kpc,V_3d_kms,V_rad_kms,V_tan_kms,event_number,window_snapshot_index_min,window_snapshot_index_max,window_n_snapshots,R_host_kpc_at_event,R_host_kpc_window_min,R_host_kpc_window_median,R_host_kpc_window_max,r_tidal_kpc_at_event,r_tidal_kpc_window_min,r_tidal_kpc_window_median,r_tidal_kpc_window_max,rhalf_star_kpc_at_event,rhalf_star_kpc_window_min,rhalf_star_kpc_window_median,rhalf_star_kpc_window_max,r90_star_kpc_at_event,r90_star_kpc_window_min,r90_star_kpc_window_median,r90_star_kpc_window_max,Mstar_inside_rt_msun_at_event,Mstar_inside_rt_msun_window_min,Mstar_inside_rt_msun_window_median,Mstar_inside_rt_msun_window_max,Mgas_inside_rt_msun_at_event,Mgas_inside_rt_msun_window_min,Mgas_inside_rt_msun_window_median,Mgas_inside_rt_msun_window_max,Mdm_inside_rt_msun_at_event,Mdm_inside_rt_msun_window_min,Mdm_inside_rt_msun_window_median,Mdm_inside_rt_msun_window_max,Msat_inside_rt_msun_at_event,Msat_inside_rt_msun_window_min,Msat_inside_rt_msun_window_median,Msat_inside_rt_msun_window_max,Mstar_inside_rhalf_msun_at_event,Mstar_inside_rhalf_msun_window_min,Mstar_inside_rhalf_msun_window_median,Mstar_inside_rhalf_msun_window_max,Mgas_inside_rhalf_msun_at_event,Mgas_inside_rhalf_msun_window_min,Mgas_inside_rhalf_msun_window_median,Mgas_inside_rhalf_msun_window_max,Mdm_inside_rhalf_msun_at_event,Mdm_inside_rhalf_msun_window_min,Mdm_inside_rhalf_msun_window_median,Mdm_inside_rhalf_msun_window_max,P_ram_dyne_cm2_at_event,P_ram_dyne_cm2_window_min,P_ram_dyne_cm2_window_median,P_ram_dyne_cm2_window_max,rho_cgm_msun_kpc3_at_event,rho_cgm_msun_kpc3_window_min,rho_cgm_msun_kpc3_window_median,rho_cgm_msun_kpc3_window_max,V_rel_cgm_kms_at_event,V_rel_cgm_kms_window_min,V_rel_cgm_kms_window_median,V_rel_cgm_kms_window_max,SFR_tracked_msun_per_yr_at_event,SFR_tracked_msun_per_yr_window_min,SFR_tracked_msun_per_yr_window_median,SFR_tracked_msun_per_yr_window_max,SFR_inside_rt_msun_per_yr_at_event,SFR_inside_rt_msun_per_yr_window_min,SFR_inside_rt_msun_per_yr_window_median,SFR_inside_rt_msun_per_yr_window_max,Mgas_SF_tracked_msun_at_event,Mgas_SF_tracked_msun_window_min,Mgas_SF_tracked_msun_window_median,Mgas_SF_tracked_msun_window_max,Mgas_SF_inside_rt_msun_at_event,Mgas_SF_inside_rt_msun_window_min,Mgas_SF_inside_rt_msun_window_median,Mgas_SF_inside_rt_msun_window_max,Mstar_young_tracked_msun_at_event,Mstar_young_tracked_msun_window_min,Mstar_young_tracked_msun_window_median,Mstar_young_tracked_msun_window_max,Mstar_young_inside_rt_msun_at_event,Mstar_young_inside_rt_msun_window_min,Mstar_young_inside_rt_msun_window_median,Mstar_young_inside_rt_msun_window_max,V_3d_kms_at_event,V_3d_kms_window_min,V_3d_kms_window_median,V_3d_kms_window_max,V_rad_kms_at_event,V_rad_kms_window_min,V_rad_kms_window_median,V_rad_kms_window_max,V_tan_kms_at_event,V_tan_kms_window_min,V_tan_kms_window_median,V_tan_kms_window_max
0,pericentre,5,5,0.9739727201367188,41.19223197905323,0.9011417612012163,37.65292728882355,277.20285547251575,-26.201176851806714,275.9618115132904,1,4,6,3,41.19223197905323,41.19223197905323,46.96636160186849,87.51142155266379,0.05,0.05,13.170636381215722,21.870799382311088,34.90725244420596,2.6937788015701125,4.715337768835831,34.90725244420596,39.72450731289829,6.321212633064491,8.860621404383462,39.72450731289829,0.0,0.0,1781947166.846294,2481100719.0510283,0.0,0.0,2350358313.542529,2989343624.5220075,0.0,0.0,16717910433.289944,21464570449.461464,0.0,0.0,21489201224.658245,26296029482.055023,1087621274.018602,890997352.4714587,1087621274.018602,1240629781.8233724,1573443637.4805226,592519373.2309709,980609598.218507,1573443637.4805226,12945132463.100891,3109831290.5305653,4212672705.0344925,12945132463.100891,2.31146435659606e-13,2.31146435659606e-13,2.79537469256369e-12,1.1560320814115966e-11,4429.016235509337,4429.016235509337,3093721.813006824,7293406.57624903,277.6874552152387,23.796939068971643,74.3037290013414,277.6874552152387,1.8096896738643409,1.7007468708834494,1.8096896738643409,1.823206643202866,0.0,0.0,1.678061003658513,1.8091761666692037,2225120549.237545,1996357094.9948916,2225120549.237545,2448115094.539389,0.0,0.0,1957757850.9961314,2423780788.5401707,206841600.99335712,170025474.24453953,179675285.24422958,206841600.99335712,0.0,0.0,166039682.74466753,179360617.4942397,277.20285547251575,228.28421031950108,277.20285547251575,302.5145398981199,-26.201176851806714,-83.4862420491584,-26.201176851806714,170.70710485657895,275.9618115132904,151.56769125602978,275.9618115132904,290.76639117731696
